tblUploadID,tblHaulID,tblSampleID,tblParamID,tblCodeID_Species,tblCodeID_Stage,ICES_MeasurementID,RecordType,HaulID,Species,ELSampleFlag,IndividualNumber,Length,DevScale,DevStage,Number,RaisingFactor,SpecIdentMethod,OilGlobulesFlag,OilGlobulesNumber,OilGlobulesDiam,PreservationMethod,Notes
14533,1609998,1818457,8966650,12116,4458,8966650,EM,2026NO_229,Maurolicus muelleri,LV,,21,,,1,1,,,,,,
14533,1609998,1818458,8966651,12116,4458,8966651,EM,2026NO_229,Maurolicus muelleri,LV,,23,,,1,1,,,,,,
14533,1609998,1818459,8966652,12116,4458,8966652,EM,2026NO_229,Maurolicus muelleri,LV,,26,,,1,1,,,,,,
14533,1609998,1818460,8966653,12116,4458,8966653,EM,2026NO_229,Maurolicus muelleri,LV,,27,,,1,1,,,,,,
14533,1609994,1818461,8966642,12116,4458,8966642,EM,2026NO_223,Maurolicus muelleri,LV,,23,,,1,1,,,,,,
14533,1609995,1818462,8966643,12116,4458,8966643,EM,2026NO_224,Maurolicus muelleri,LV,,17,,,1,1,,,,,,
14533,1609997,1818463,8966644,12116,4458,8966644,EM,2026NO_228,Maurolicus muelleri,LV,,21,,,1,1,,,,,,
14533,1609997,1818464,8966645,12116,4458,8966645,EM,2026NO_228,Maurolicus muelleri,LV,,23,,,1,1,,,,,,
14533,1609997,1818465,8966646,12116,4458,8966646,EM,2026NO_228,Maurolicus muelleri,LV,,27,,,1,1,,,,,,
14533,1609997,1818466,8966647,12116,4458,8966647,EM,2026NO_228,Maurolicus muelleri,LV,,29,,,1,1,,,,,,
14533,1609964,1818467,8966636,12116,4458,8966636,EM,2026NO_179,Maurolicus muelleri,LV,,24,,,1,1,,,,,,
14533,1609965,1818468,8966637,12116,4458,8966637,EM,2026NO_180,Maurolicus muelleri,LV,,33,,,1,1,,,,,,
14533,1609986,1818469,8966638,12116,4458,8966638,EM,2026NO_213,Maurolicus muelleri,LV,,25,,,1,1,,,,,,
14533,1609986,1818470,8966639,12116,4458,8966639,EM,2026NO_213,Maurolicus muelleri,LV,,32,,,1,1,,,,,,
14533,1609989,1818471,8966640,12116,4458,8966640,EM,2026NO_216,Maurolicus muelleri,LV,,28,,,1,1,,,,,,
14533,1609993,1818472,8966641,12116,4458,8966641,EM,2026NO_222,Maurolicus muelleri,LV,,15,,,1,1,,,,,,
14533,1609953,1818473,8966630,12116,4458,8966630,EM,2026NO_163,Maurolicus muelleri,LV,,20,,,2,1,,,,,,
14533,1609958,1818474,8966631,12116,4458,8966631,EM,2026NO_171,Maurolicus muelleri,LV,,25,,,1,1,,,,,,
14533,1609961,1818475,8966632,12116,4458,8966632,EM,2026NO_176,Maurolicus muelleri,LV,,35,,,1,1,,,,,,
14533,1609961,1818476,8966633,12116,4458,8966633,EM,2026NO_176,Maurolicus muelleri,LV,,47,,,1,1,,,,,,
14533,1609962,1818477,8966634,12116,4458,8966634,EM,2026NO_177,Maurolicus muelleri,LV,,20,,,1,1,,,,,,
14533,1609962,1818478,8966635,12116,4458,8966635,EM,2026NO_177,Maurolicus muelleri,LV,,25,,,1,1,,,,,,
14533,1609948,1818479,8966624,12116,4458,8966624,EM,2026NO_158,Maurolicus muelleri,LV,,35,,,1,1,,,,,,
14533,1609948,1818480,8966625,12116,4458,8966625,EM,2026NO_158,Maurolicus muelleri,LV,,43,,,1,1,,,,,,
14533,1609948,1818481,8966626,12116,4458,8966626,EM,2026NO_158,Maurolicus muelleri,LV,,47,,,1,1,,,,,,
14533,1609953,1818482,8966627,12116,4458,8966627,EM,2026NO_163,Maurolicus muelleri,LV,,13,,,1,1,,,,,,
14533,1609953,1818483,8966628,12116,4458,8966628,EM,2026NO_163,Maurolicus muelleri,LV,,15,,,1,1,,,,,,
14533,1609953,1818484,8966629,12116,4458,8966629,EM,2026NO_163,Maurolicus muelleri,LV,,19,,,1,1,,,,,,
14533,1609981,1818485,8966663,12120,4458,8966663,EM,2026NO_201,Microstomus kitt,LV,,20,,,1,1,,,,,,
14533,1609949,1818486,8966610,12196,4458,8966610,EM,2026NO_159,Anguilla anguilla,LV,,72,,,1,1,,,,,,
14533,1609954,1818487,8966611,12196,4458,8966611,EM,2026NO_167,Anguilla anguilla,LV,,80,,,1,1,,,,,,
14533,1609963,1818488,8966612,12196,4458,8966612,EM,2026NO_178,Anguilla anguilla,LV,,72,,,1,1,,,,,,
14533,1609963,1818489,8966613,12196,4458,8966613,EM,2026NO_178,Anguilla anguilla,LV,,80,,,1,1,,,,,,
14533,1609966,1818490,8966614,12196,4458,8966614,EM,2026NO_181,Anguilla anguilla,LV,,75,,,1,1,,,,,,
14533,1609977,1818491,8966615,12196,4458,8966615,EM,2026NO_197,Anguilla anguilla,LV,,73,,,1,1,,,,,,
14533,1609978,1818492,8966616,12196,4458,8966616,EM,2026NO_198,Anguilla anguilla,LV,,73,,,1,1,,,,,,
14533,1609997,1818493,8966617,12196,4458,8966617,EM,2026NO_228,Anguilla anguilla,LV,,75,,,1,1,,,,,,
14534,1610016,1818494,8967187,12105,4458,8967187,EM,2026DK_003,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610017,1818495,8967188,12105,4458,8967188,EM,2026DK_004,Clupea harengus,LV,,24,,,1,1,VISO,,,,ETH,
14534,1610018,1818496,8967189,12105,4458,8967189,EM,2026DK_005,Clupea harengus,LV,,28,,,1,1,VISO,,,,ETH,
14534,1610020,1818497,8967190,12105,4458,8967190,EM,2026DK_007,Clupea harengus,LV,,24,,,1,1,VISO,,,,ETH,
14534,1610020,1818498,8967191,12105,4458,8967191,EM,2026DK_007,Clupea harengus,LV,,26,,,1,1,VISO,,,,ETH,
14534,1610020,1818499,8967192,12105,4458,8967192,EM,2026DK_007,Clupea harengus,LV,,31,,,1,1,VISO,,,,ETH,
14534,1610058,1818500,8966928,12105,4458,8966928,EM,2026DK_050,Clupea harengus,LV,,25,,,2,1,VISO,,,,ETH,
14534,1610058,1818501,8966929,12105,4458,8966929,EM,2026DK_050,Clupea harengus,LV,,27,,,1,1,VISO,,,,ETH,
14534,1610058,1818502,8966930,12105,4458,8966930,EM,2026DK_050,Clupea harengus,LV,,28,,,1,1,VISO,,,,ETH,
14534,1610059,1818503,8966931,12105,4458,8966931,EM,2026DK_051,Clupea harengus,LV,,25,,,1,1,VISO,,,,ETH,
14534,1610059,1818504,8966932,12105,4458,8966932,EM,2026DK_051,Clupea harengus,LV,,28,,,1,1,VISO,,,,ETH,
14534,1610058,1818505,8966922,12105,4458,8966922,EM,2026DK_050,Clupea harengus,LV,,19,,,1,1,VISO,,,,ETH,
14534,1610058,1818506,8966923,12105,4458,8966923,EM,2026DK_050,Clupea harengus,LV,,20,,,2,1,VISO,,,,ETH,
14534,1610058,1818507,8966924,12105,4458,8966924,EM,2026DK_050,Clupea harengus,LV,,21,,,3,1,VISO,,,,ETH,
14534,1610058,1818508,8966925,12105,4458,8966925,EM,2026DK_050,Clupea harengus,LV,,22,,,2,1,VISO,,,,ETH,
14534,1610058,1818509,8966926,12105,4458,8966926,EM,2026DK_050,Clupea harengus,LV,,23,,,1,1,VISO,,,,ETH,
14534,1610058,1818510,8966927,12105,4458,8966927,EM,2026DK_050,Clupea harengus,LV,,24,,,1,1,VISO,,,,ETH,
14534,1610057,1818511,8966916,12105,4458,8966916,EM,2026DK_049,Clupea harengus,LV,,28,,,4,1,VISO,,,,ETH,
14534,1610057,1818512,8966917,12105,4458,8966917,EM,2026DK_049,Clupea harengus,LV,,29,,,3,1,VISO,,,,ETH,
14534,1610057,1818513,8966918,12105,4458,8966918,EM,2026DK_049,Clupea harengus,LV,,30,,,3,1,VISO,,,,ETH,
14534,1610057,1818514,8966919,12105,4458,8966919,EM,2026DK_049,Clupea harengus,LV,,31,,,5,1,VISO,,,,ETH,
14534,1610057,1818515,8966920,12105,4458,8966920,EM,2026DK_049,Clupea harengus,LV,,32,,,2,1,VISO,,,,ETH,
14534,1610057,1818516,8966921,12105,4458,8966921,EM,2026DK_049,Clupea harengus,LV,,33,,,1,1,VISO,,,,ETH,
14534,1610056,1818517,8966910,12105,4458,8966910,EM,2026DK_048,Clupea harengus,LV,,25,,,2,1,VISO,,,,ETH,
14534,1610056,1818518,8966911,12105,4458,8966911,EM,2026DK_048,Clupea harengus,LV,,26,,,4,1,VISO,,,,ETH,
14534,1610057,1818519,8966912,12105,4458,8966912,EM,2026DK_049,Clupea harengus,LV,,24,,,3,1,VISO,,,,ETH,
14534,1610057,1818520,8966913,12105,4458,8966913,EM,2026DK_049,Clupea harengus,LV,,25,,,2,1,VISO,,,,ETH,
14534,1610057,1818521,8966914,12105,4458,8966914,EM,2026DK_049,Clupea harengus,LV,,26,,,2,1,VISO,,,,ETH,
14534,1610057,1818522,8966915,12105,4458,8966915,EM,2026DK_049,Clupea harengus,LV,,27,,,3,1,VISO,,,,ETH,
14534,1610055,1818523,8966904,12105,4458,8966904,EM,2026DK_047,Clupea harengus,LV,,29,,,1,1,VISO,,,,ETH,
14534,1610055,1818524,8966905,12105,4458,8966905,EM,2026DK_047,Clupea harengus,LV,,30,,,1,1,VISO,,,,ETH,
14534,1610056,1818525,8966906,12105,4458,8966906,EM,2026DK_048,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610056,1818526,8966907,12105,4458,8966907,EM,2026DK_048,Clupea harengus,LV,,21,,,1,1,VISO,,,,ETH,
14534,1610056,1818527,8966908,12105,4458,8966908,EM,2026DK_048,Clupea harengus,LV,,23,,,1,1,VISO,,,,ETH,
14534,1610056,1818528,8966909,12105,4458,8966909,EM,2026DK_048,Clupea harengus,LV,,24,,,2,1,VISO,,,,ETH,
14534,1610055,1818529,8966898,12105,4458,8966898,EM,2026DK_047,Clupea harengus,LV,,23,,,2,1,VISO,,,,ETH,
14534,1610055,1818530,8966899,12105,4458,8966899,EM,2026DK_047,Clupea harengus,LV,,24,,,3,1,VISO,,,,ETH,
14534,1610055,1818531,8966900,12105,4458,8966900,EM,2026DK_047,Clupea harengus,LV,,25,,,4,1,VISO,,,,ETH,
14534,1610055,1818532,8966901,12105,4458,8966901,EM,2026DK_047,Clupea harengus,LV,,26,,,3,1,VISO,,,,ETH,
14534,1610055,1818533,8966902,12105,4458,8966902,EM,2026DK_047,Clupea harengus,LV,,27,,,1,1,VISO,,,,ETH,
14534,1610055,1818534,8966903,12105,4458,8966903,EM,2026DK_047,Clupea harengus,LV,,28,,,1,1,VISO,,,,ETH,
14534,1610054,1818535,8966892,12105,4458,8966892,EM,2026DK_046,Clupea harengus,LV,,27,,,4,1,VISO,,,,ETH,
14534,1610054,1818536,8966893,12105,4458,8966893,EM,2026DK_046,Clupea harengus,LV,,28,,,2,1,VISO,,,,ETH,
14534,1610054,1818537,8966894,12105,4458,8966894,EM,2026DK_046,Clupea harengus,LV,,29,,,5,1,VISO,,,,ETH,
14534,1610054,1818538,8966895,12105,4458,8966895,EM,2026DK_046,Clupea harengus,LV,,30,,,4,1,VISO,,,,ETH,
14534,1610054,1818539,8966896,12105,4458,8966896,EM,2026DK_046,Clupea harengus,LV,,31,,,4,1,VISO,,,,ETH,
14534,1610055,1818540,8966897,12105,4458,8966897,EM,2026DK_047,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610054,1818541,8966886,12105,4458,8966886,EM,2026DK_046,Clupea harengus,LV,,21,,,1,1,VISO,,,,ETH,
14534,1610054,1818542,8966887,12105,4458,8966887,EM,2026DK_046,Clupea harengus,LV,,22,,,4,1,VISO,,,,ETH,
14534,1610054,1818543,8966888,12105,4458,8966888,EM,2026DK_046,Clupea harengus,LV,,23,,,5,1,VISO,,,,ETH,
14534,1610054,1818544,8966889,12105,4458,8966889,EM,2026DK_046,Clupea harengus,LV,,24,,,9,1,VISO,,,,ETH,
14534,1610054,1818545,8966890,12105,4458,8966890,EM,2026DK_046,Clupea harengus,LV,,25,,,13,1,VISO,,,,ETH,
14534,1610054,1818546,8966891,12105,4458,8966891,EM,2026DK_046,Clupea harengus,LV,,26,,,10,1,VISO,,,,ETH,
14534,1610053,1818547,8966880,12105,4458,8966880,EM,2026DK_045,Clupea harengus,LV,,29,,,6,1,VISO,,,,ETH,
14534,1610053,1818548,8966881,12105,4458,8966881,EM,2026DK_045,Clupea harengus,LV,,30,,,10,1,VISO,,,,ETH,
14534,1610053,1818549,8966882,12105,4458,8966882,EM,2026DK_045,Clupea harengus,LV,,31,,,6,1,VISO,,,,ETH,
14534,1610053,1818550,8966883,12105,4458,8966883,EM,2026DK_045,Clupea harengus,LV,,32,,,1,1,VISO,,,,ETH,
14534,1610053,1818551,8966884,12105,4458,8966884,EM,2026DK_045,Clupea harengus,LV,,33,,,1,1,VISO,,,,ETH,
14534,1610054,1818552,8966885,12105,4458,8966885,EM,2026DK_046,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610053,1818553,8966874,12105,4458,8966874,EM,2026DK_045,Clupea harengus,LV,,23,,,10,1,VISO,,,,ETH,
14534,1610053,1818554,8966875,12105,4458,8966875,EM,2026DK_045,Clupea harengus,LV,,24,,,12,1,VISO,,,,ETH,
14534,1610053,1818555,8966876,12105,4458,8966876,EM,2026DK_045,Clupea harengus,LV,,25,,,12,1,VISO,,,,ETH,
14534,1610053,1818556,8966877,12105,4458,8966877,EM,2026DK_045,Clupea harengus,LV,,26,,,16,1,VISO,,,,ETH,
14534,1610053,1818557,8966878,12105,4458,8966878,EM,2026DK_045,Clupea harengus,LV,,27,,,14,1,VISO,,,,ETH,
14534,1610053,1818558,8966879,12105,4458,8966879,EM,2026DK_045,Clupea harengus,LV,,28,,,6,1,VISO,,,,ETH,
14534,1610052,1818559,8966868,12105,4458,8966868,EM,2026DK_044,Clupea harengus,LV,,26,,,8,1,VISO,,,,ETH,
14534,1610052,1818560,8966869,12105,4458,8966869,EM,2026DK_044,Clupea harengus,LV,,27,,,6,1,VISO,,,,ETH,
14534,1610052,1818561,8966870,12105,4458,8966870,EM,2026DK_044,Clupea harengus,LV,,28,,,3,1,VISO,,,,ETH,
14534,1610052,1818562,8966871,12105,4458,8966871,EM,2026DK_044,Clupea harengus,LV,,29,,,7,1,VISO,,,,ETH,
14534,1610052,1818563,8966872,12105,4458,8966872,EM,2026DK_044,Clupea harengus,LV,,30,,,2,1,VISO,,,,ETH,
14534,1610053,1818564,8966873,12105,4458,8966873,EM,2026DK_045,Clupea harengus,LV,,22,,,1,1,VISO,,,,ETH,
14534,1610052,1818565,8966862,12105,4458,8966862,EM,2026DK_044,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610052,1818566,8966863,12105,4458,8966863,EM,2026DK_044,Clupea harengus,LV,,21,,,5,1,VISO,,,,ETH,
14534,1610052,1818567,8966864,12105,4458,8966864,EM,2026DK_044,Clupea harengus,LV,,22,,,5,1,VISO,,,,ETH,
14534,1610052,1818568,8966865,12105,4458,8966865,EM,2026DK_044,Clupea harengus,LV,,23,,,5,1,VISO,,,,ETH,
14534,1610052,1818569,8966866,12105,4458,8966866,EM,2026DK_044,Clupea harengus,LV,,24,,,6,1,VISO,,,,ETH,
14534,1610052,1818570,8966867,12105,4458,8966867,EM,2026DK_044,Clupea harengus,LV,,25,,,6,1,VISO,,,,ETH,
14534,1610051,1818571,8966856,12105,4458,8966856,EM,2026DK_043,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610051,1818572,8966857,12105,4458,8966857,EM,2026DK_043,Clupea harengus,LV,,21,,,2,1,VISO,,,,ETH,
14534,1610051,1818573,8966858,12105,4458,8966858,EM,2026DK_043,Clupea harengus,LV,,22,,,2,1,VISO,,,,ETH,
14534,1610051,1818574,8966859,12105,4458,8966859,EM,2026DK_043,Clupea harengus,LV,,23,,,4,1,VISO,,,,ETH,
14534,1610051,1818575,8966860,12105,4458,8966860,EM,2026DK_043,Clupea harengus,LV,,24,,,1,1,VISO,,,,ETH,
14534,1610051,1818576,8966861,12105,4458,8966861,EM,2026DK_043,Clupea harengus,LV,,28,,,1,1,VISO,,,,ETH,
14534,1610050,1818577,8966850,12105,4458,8966850,EM,2026DK_042,Clupea harengus,LV,,24,,,2,1,VISO,,,,ETH,
14534,1610050,1818578,8966851,12105,4458,8966851,EM,2026DK_042,Clupea harengus,LV,,25,,,1,1,VISO,,,,ETH,
14534,1610050,1818579,8966852,12105,4458,8966852,EM,2026DK_042,Clupea harengus,LV,,26,,,1,1,VISO,,,,ETH,
14534,1610050,1818580,8966853,12105,4458,8966853,EM,2026DK_042,Clupea harengus,LV,,28,,,2,1,VISO,,,,ETH,
14534,1610051,1818581,8966854,12105,4458,8966854,EM,2026DK_043,Clupea harengus,LV,,18,,,2,1,VISO,,,,ETH,
14534,1610051,1818582,8966855,12105,4458,8966855,EM,2026DK_043,Clupea harengus,LV,,19,,,2,1,VISO,,,,ETH,
14534,1610049,1818583,8966844,12105,4458,8966844,EM,2026DK_041,Clupea harengus,LV,,23,,,1,1,VISO,,,,ETH,
14534,1610049,1818584,8966845,12105,4458,8966845,EM,2026DK_041,Clupea harengus,LV,,25,,,1,1,VISO,,,,ETH,
14534,1610050,1818585,8966846,12105,4458,8966846,EM,2026DK_042,Clupea harengus,LV,,17,,,1,1,VISO,,,,ETH,
14534,1610050,1818586,8966847,12105,4458,8966847,EM,2026DK_042,Clupea harengus,LV,,21,,,1,1,VISO,,,,ETH,
14534,1610050,1818587,8966848,12105,4458,8966848,EM,2026DK_042,Clupea harengus,LV,,22,,,1,1,VISO,,,,ETH,
14534,1610050,1818588,8966849,12105,4458,8966849,EM,2026DK_042,Clupea harengus,LV,,23,,,2,1,VISO,,,,ETH,
14534,1610048,1818589,8966838,12105,4458,8966838,EM,2026DK_040,Clupea harengus,LV,,26,,,1,1,VISO,,,,ETH,
14534,1610049,1818590,8966839,12105,4458,8966839,EM,2026DK_041,Clupea harengus,LV,,18,,,1,1,VISO,,,,ETH,
14534,1610049,1818591,8966840,12105,4458,8966840,EM,2026DK_041,Clupea harengus,LV,,19,,,2,1,VISO,,,,ETH,
14534,1610049,1818592,8966841,12105,4458,8966841,EM,2026DK_041,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610049,1818593,8966842,12105,4458,8966842,EM,2026DK_041,Clupea harengus,LV,,21,,,2,1,VISO,,,,ETH,
14534,1610049,1818594,8966843,12105,4458,8966843,EM,2026DK_041,Clupea harengus,LV,,22,,,2,1,VISO,,,,ETH,
14534,1610047,1818595,8966832,12105,4458,8966832,EM,2026DK_039,Clupea harengus,LV,,24,,,1,1,VISO,,,,ETH,
14534,1610048,1818596,8966833,12105,4458,8966833,EM,2026DK_040,Clupea harengus,LV,,19,,,1,1,VISO,,,,ETH,
14534,1610048,1818597,8966834,12105,4458,8966834,EM,2026DK_040,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610048,1818598,8966835,12105,4458,8966835,EM,2026DK_040,Clupea harengus,LV,,22,,,1,1,VISO,,,,ETH,
14534,1610048,1818599,8966836,12105,4458,8966836,EM,2026DK_040,Clupea harengus,LV,,23,,,1,1,VISO,,,,ETH,
14534,1610048,1818600,8966837,12105,4458,8966837,EM,2026DK_040,Clupea harengus,LV,,24,,,2,1,VISO,,,,ETH,
14534,1610045,1818601,8966826,12105,4458,8966826,EM,2026DK_037,Clupea harengus,LV,,26,,,2,1,VISO,,,,ETH,
14534,1610045,1818602,8966827,12105,4458,8966827,EM,2026DK_037,Clupea harengus,LV,,27,,,1,1,VISO,,,,ETH,
14534,1610045,1818603,8966828,12105,4458,8966828,EM,2026DK_037,Clupea harengus,LV,,28,,,1,1,VISO,,,,ETH,
14534,1610046,1818604,8966829,12105,4458,8966829,EM,2026DK_038,Clupea harengus,LV,,23,,,3,1,VISO,,,,ETH,
14534,1610046,1818605,8966830,12105,4458,8966830,EM,2026DK_038,Clupea harengus,LV,,24,,,1,1,VISO,,,,ETH,
14534,1610047,1818606,8966831,12105,4458,8966831,EM,2026DK_039,Clupea harengus,LV,,23,,,1,1,VISO,,,,ETH,
14534,1610045,1818607,8966820,12105,4458,8966820,EM,2026DK_037,Clupea harengus,LV,,20,,,1,1,VISO,,,,ETH,
14534,1610045,1818608,8966821,12105,4458,8966821,EM,2026DK_037,Clupea harengus,LV,,21,,,4,1,VISO,,,,ETH,
14534,1610045,1818609,8966822,12105,4458,8966822,EM,2026DK_037,Clupea harengus,LV,,22,,,6,1,VISO,,,,ETH,
14534,1610045,1818610,8966823,12105,4458,8966823,EM,2026DK_037,Clupea harengus,LV,,23,,,7,1,VISO,,,,ETH,
14534,1610045,1818611,8966824,12105,4458,8966824,EM,2026DK_037,Clupea harengus,LV,,24,,,7,1,VISO,,,,ETH,
14534,1610045,1818612,8966825,12105,4458,8966825,EM,2026DK_037,Clupea harengus,LV,,25,,,6,1,VISO,,,,ETH,
14534,1610044,1818613,8966814,12105,4458,8966814,EM,2026DK_036,Clupea harengus,LV,,23,,,4,1,VISO,,,,ETH,
14534,1610044,1818614,8966815,12105,4458,8966815,EM,2026DK_036,Clupea harengus,LV,,24,,,7,1,VISO,,,,ETH,
14534,1610044,1818615,8966816,12105,4458,8966816,EM,2026DK_036,Clupea harengus,LV,,25,,,6,1,VISO,,,,ETH,
14534,1610044,1818616,8966817,12105,4458,8966817,EM,2026DK_036,Clupea harengus,LV,,26,,,3,1,VISO,,,,ETH,
14534,1610044,1818617,8966818,12105,4458,8966818,EM,2026DK_036,Clupea harengus,LV,,27,,,2,1,VISO,,,,ETH,
14534,1610044,1818618,8966819,12105,4458,8966819,EM,2026DK_036,Clupea harengus,LV,,28,,,1,1,VISO,,,,ETH,
14534,1610043,1818619,8966808,12105,4458,8966808,EM,2026DK_035,Clupea harengus,LV,,24,,,3,1,VISO,,,,ETH,
14534,1610043,1818620,8966809,12105,4458,8966809,EM,2026DK_035,Clupea harengus,LV,,25,,,5,1,VISO,,,,ETH,
14534,1610043,1818621,8966810,12105,4458,8966810,EM,2026DK_035,Clupea harengus,LV,,26,,,7,1,VISO,,,,ETH,
14534,1610043,1818622,8966811,12105,4458,8966811,EM,2026DK_035,Clupea harengus,LV,,27,,,2,1,VISO,,,,ETH,
14534,1610043,1818623,8966812,12105,4458,8966812,EM,2026DK_035,Clupea harengus,LV,,29,,,1,1,VISO,,,,ETH,
14534,1610044,1818624,8966813,12105,4458,8966813,EM,2026DK_036,Clupea harengus,LV,,22,,,1,1,VISO,,,,ETH,
14534,1610042,1818625,8966802,12105,4458,8966802,EM,2026DK_034,Clupea harengus,LV,,29,,,3,1,VISO,,,,ETH,
14534,1610042,1818626,8966803,12105,4458,8966803,EM,2026DK_034,Clupea harengus,LV,,30,,,1,1,VISO,,,,ETH,
14534,1610042,1818627,8966804,12105,4458,8966804,EM,2026DK_034,Clupea harengus,LV,,31,,,5,1,VISO,,,,ETH,
14534,1610042,1818628,8966805,12105,4458,8966805,EM,2026DK_034,Clupea harengus,LV,,32,,,4,1,VISO,,,,ETH,
14534,1610043,1818629,8966806,12105,4458,8966806,EM,2026DK_035,Clupea harengus,LV,,22,,,1,1,VISO,,,,ETH,
14534,1610043,1818630,8966807,12105,4458,8966807,EM,2026DK_035,Clupea harengus,LV,,23,,,1,1,VISO,,,,ETH,
14534,1610042,1818631,8966796,12105,4458,8966796,EM,2026DK_034,Clupea harengus,LV,,21,,,2,1,VISO,,,,ETH,
14534,1610042,1818632,8966797,12105,4458,8966797,EM,2026DK_034,Clupea harengus,LV,,22,,,2,1,VISO,,,,ETH,
14534,1610042,1818633,8966798,12105,4458,8966798,EM,2026DK_034,Clupea harengus,LV,,23,,,2,1,VISO,,,,ETH,
14534,1610042,1818634,8966799,12105,4458,8966799,EM,2026DK_034,Clupea harengus,LV,,24,,,2,1,VISO,,,,ETH,
14534,1610042,1818635,8966800,12105,4458,8966800,EM,2026DK_034,Clupea harengus,LV,,26,,,1,1,VISO,,,,ETH,
14534,1610042,1818636,8966801,12105,4458,8966801,EM,2026DK_034,Clupea harengus,LV,,28,,,3,1,VISO,,,,ETH,
14534,1610041,1818637,8966790,12105,4458,8966790,EM,2026DK_033,Clupea harengus,LV,,30,,,5,1,VISO,,,,ETH,
14534,1610041,1818638,8966791,12105,4458,8966791,EM,2026DK_033,Clupea harengus,LV,,31,,,3,1,VISO,,,,ETH,
14534,1610041,1818639,8966792,12105,4458,8966792,EM,2026DK_033,Clupea harengus,LV,,32,,,1,1,VISO,,,,ETH,
14534,1610041,1818640,8966793,12105,4458,8966793,EM,2026DK_033,Clupea harengus,LV,,33,,,1,1,VISO,,,,ETH,
14534,1610042,1818641,8966794,12105,4458,8966794,EM,2026DK_034,Clupea harengus,LV,,19,,,1,1,VISO,,,,ETH,
14534,1610042,1818642,8966795,12105,4458,8966795,EM,2026DK_034,Clupea harengus,LV,,20,,,2,1,VISO,,,,ETH,
14534,1610041,1818643,8966784,12105,4458,8966784,EM,2026DK_033,Clupea harengus,LV,,24,,,20,1,VISO,,,,ETH,
14534,1610041,1818644,8966785,12105,4458,8966785,EM,2026DK_033,Clupea harengus,LV,,25,,,27,1,VISO,,,,ETH,
14534,1610041,1818645,8966786,12105,4458,8966786,EM,2026DK_033,Clupea harengus,LV,,26,,,16,1,VISO,,,,ETH,
14534,1610041,1818646,8966787,12105,4458,8966787,EM,2026DK_033,Clupea harengus,LV,,27,,,5,1,VISO,,,,ETH,
14534,1610041,1818647,8966788,12105,4458,8966788,EM,2026DK_033,Clupea harengus,LV,,28,,,8,1,VISO,,,,ETH,
14534,1610041,1818648,8966789,12105,4458,8966789,EM,2026DK_033,Clupea harengus,LV,,29,,,9,1,VISO,,,,ETH,
14534,1610040,1818649,8966778,12105,4458,8966778,EM,2026DK_032,Clupea harengus,LV,,31,,,1,1,VISO,,,,ETH,
14534,1610041,1818650,8966779,12105,4458,8966779,EM,2026DK_033,Clupea harengus,LV,,19,,,3,1,VISO,,,,ETH,
14534,1610041,1818651,8966780,12105,4458,8966780,EM,2026DK_033,Clupea harengus,LV,,20,,,11,1,VISO,,,,ETH,
14534,1610041,1818652,8966781,12105,4458,8966781,EM,2026DK_033,Clupea harengus,LV,,21,,,13,1,VISO,,,,ETH,
14534,1610041,1818653,8966782,12105,4458,8966782,EM,2026DK_033,Clupea harengus,LV,,22,,,18,1,VISO,,,,ETH,
14534,1610041,1818654,8966783,12105,4458,8966783,EM,2026DK_033,Clupea harengus,LV,,23,,,18,1,VISO,,,,ETH,
14534,1610040,1818655,8966772,12105,4458,8966772,EM,2026DK_032,Clupea harengus,LV,,23,,,6,1,VISO,,,,ETH,
14534,1610040,1818656,8966773,12105,4458,8966773,EM,2026DK_032,Clupea harengus,LV,,24,,,6,1,VISO,,,,ETH,
14534,1610040,1818657,8966774,12105,4458,8966774,EM,2026DK_032,Clupea harengus,LV,,25,,,11,1,VISO,,,,ETH,
14534,1610040,1818658,8966775,12105,4458,8966775,EM,2026DK_032,Clupea harengus,LV,,26,,,5,1,VISO,,,,ETH,
14534,1610040,1818659,8966776,12105,4458,8966776,EM,2026DK_032,Clupea harengus,LV,,27,,,1,1,VISO,,,,ETH,
14534,1610040,1818660,8966777,12105,4458,8966777,EM,2026DK_032,Clupea harengus,LV,,30,,,2,1,VISO,,,,ETH,
14534,1610039,1818661,8966766,12105,4458,8966766,EM,2026DK_031,Clupea harengus,LV,,32,,,2,1,VISO,,,,ETH,
14534,1610039,1818662,8966767,12105,4458,8966767,EM,2026DK_031,Clupea harengus,LV,,33,,,1,1,VISO,,,,ETH,
14534,1610039,1818663,8966768,12105,4458,8966768,EM,2026DK_031,Clupea harengus,LV,,34,,,1,1,VISO,,,,ETH,
14534,1610040,1818664,8966769,12105,4458,8966769,EM,2026DK_032,Clupea harengus,LV,,19,,,1,1,VISO,,,,ETH,
